timestamp,pod,value
10:49:42Z,coredns-5dd5756b68-c94dh,32.472098
10:49:42Z,etcd-bupt-3a,51.484375
10:49:42Z,metrics-server-68d7746867-5xlvt,14.964844
10:49:52Z,metrics-server-68d7746867-5xlvt,14.964844
10:49:52Z,coredns-5dd5756b68-sjhjq,34.637277
10:49:52Z,coredns-5dd5756b68-c94dh,32.466518
10:49:52Z,etcd-bupt-3a,51.375000
10:50:02Z,coredns-5dd5756b68-sjhjq,34.648438
10:50:02Z,coredns-5dd5756b68-c94dh,32.466518
10:50:02Z,etcd-bupt-3a,51.375000
10:50:02Z,metrics-server-68d7746867-5xlvt,14.994141
